RA_ICRS,DE_ICRS,Bmag,BFlag,Vmag,VFlag,Rmag,RFlag,gmag,gFlag,rmag,rFlag,imag,iFlag,e_Bmag,e_Vmag,e_Rmag,e_gmag,e_rmag,e_imag
1.69542410316,-33.38628663222,17.513962,1,17.513794,1,17.275133,1,17.432413,1,17.453240,1,17.124355,1,0.02,0.02,0.02,0.02,0.02,0.02
